account,queue,status,month,day
46155,PAYING,PAY PROP,12,05
88654,COLLECTIONS,PRIME,12,05
19372,COLLECTIONS,PAY OVER,12,05
58984,COLLECTIONS,PRIME,12,05
49823,INSOLVENCY,INS3,12,05
54296,TRACE,GONEAWAY,12,05
44286,LEGAL,LEG VERIF 2,12,05
11449,LEGAL,LEG_TIT,12,05
33347,TRACE,GONEAWAY,12,05
19523,INSOLVENCY,INS3,12,05
78353,LEGAL,LEG_TIT,12,05
77262,PAYING,PAY CURR,12,05
44502,TRACE,GONEAWAY,12,05
89313,SETTLED,SETTLED,12,05
19675,COLLECTIONS,TELSOLUTIONS4,12,05
83943,SETTLED,SETTLED,12,05
68861,COLLECTIONS,PRIME,12,05
53017,OTHER,ARCHIVED,12,05
55992,TRACE,GONEAWAY,12,05
53016,INSOLVENCY,INS4,12,05
81634,OTHER,ARCHIVED,12,05
10474,LEGAL,LEG_TIT,12,05
95274,PAYING,PAY PROP,12,05
47933,COLLECTIONS,CANCEL2,12,05
19099,LEGAL,LEG VERIF 1,12,05
39629,TRACE,GONEAWAY,12,05
39776,LEGAL,LEG VERIF 2,12,05
25635,COLLECTIONS,TELSOLUTIONS4,12,05
28442,LEGAL,LEG VERIF 2,12,05
95324,OTHER,ARCHIVED,12,05
98172,OTHER,ARCHIVED,12,05
27789,INSOLVENCY,INS3,12,05
59344,LEGAL,LEG VERIF 1,12,05
31233,LEGAL,HOLD FO,12,05
42494,PAYING,PAY PROP,12,05
93257,LEGAL,LEG_NOT,12,05
28382,LEGAL,LEG VERIF 1,12,05
91658,OTHER,ARCHIVED,12,05
69791,PAYING,PAY CURR,12,05
41546,SETTLED,SETTLED,12,05
65559,INSOLVENCY,INS4,12,05
13787,LEGAL,LEG VERIF 1,12,05
83652,INSOLVENCY,INS1,12,05
71125,COLLECTIONS,TELSOLUTIONS4,12,05
35227,OTHER,ARCHIVED,12,05
17413,OTHER,ARCHIVED,12,05
38921,TRACE,GONEAWAY,12,05
95230,OTHER,ARCHIVED,12,05
13861,LEGAL,LEG_TIT,12,05
21707,PAYING,PAY PROP,12,05
13206,OTHER,ARCHIVED,12,05
15248,PAYING,PAY PROP,12,05
95291,SETTLED,SETTLED,12,05
84640,COLLECTIONS,TELSOLUTIONS1,12,05
95157,LEGAL,LEG_NOT,12,05
79792,PAYING,PAY CURR,12,05
98794,OTHER,ARCHIVED,12,05
90869,COLLECTIONS,PRIME_D,12,05
39313,COLLECTIONS,CASSIST2,12,05
21453,SETTLED,SETTLED,12,05
60001,COLLECTIONS,PRIME_D,12,05
77917,COLLECTIONS,CASSIST2,12,05
63848,PAYING,PAY CURR,12,05
55047,TRACE,GONEAWAY,12,05
58434,LEGAL,HOLD FO,12,05
54718,TRACE,GONEAWAY,12,05
99694,SETTLED,SETTLED,12,05
77521,COLLECTIONS,PRIME_D,12,05
42247,TRACE,GONEAWAY,12,05
50973,COLLECTIONS,CANCEL2,12,05
91099,OTHER,ARCHIVED,12,05
61934,COLLECTIONS,CANCEL4,12,05
16077,SETTLED,SETTLED,12,05
46986,PAYING,PAY CURR,12,05
57074,OTHER,ARCHIVED,12,05
66138,INSOLVENCY,INSP,12,05
13883,INSOLVENCY,INS1,12,05
62345,TRACE,GONEAWAY,12,05
72278,LEGAL,HOLD FO,12,05
94956,INSOLVENCY,INS2,12,05
29836,OTHER,ARCHIVED,12,05
13057,INSOLVENCY,INS2,12,05
18486,OTHER,ARCHIVED,12,05
13664,LEGAL,LEG_TIT,12,05
63538,INSOLVENCY,INS4,12,05
34223,TRACE,GONEAWAY,12,05
39966,INSOLVENCY,INS3,12,05
46662,PAYING,PAY PROP,12,05
14671,SETTLED,SETTLED,12,05
32998,LEGAL,LEG_TIT,12,05
98254,PAYING,PAY PROP,12,05
91678,SETTLED,SETTLED,12,05
94751,OTHER,ARCHIVED,12,05
39643,INSOLVENCY,INS4,12,05
97918,COLLECTIONS,CANCEL2,12,05
33057,PAYING,PAY PROP,12,05
14567,LEGAL,LEG_NOT,12,05
25726,INSOLVENCY,INS3,12,05
74670,SETTLED,SETTLED,12,05
11254,SETTLED,SETTLED,12,05
18838,TRACE,GONEAWAY,12,05
93774,INSOLVENCY,INS1,12,05
64136,OTHER,ARCHIVED,12,05
70219,OTHER,ARCHIVED,12,05
45153,INSOLVENCY,INSP,12,05
85441,TRACE,GONEAWAY,12,05
21489,TRACE,GONEAWAY,12,05
94714,INSOLVENCY,INS2,12,05
72340,INSOLVENCY,INSP,12,05
59940,OTHER,ARCHIVED,12,05
66216,PAYING,PAY PROP,12,05
43314,SETTLED,SETTLED,12,05
60840,SETTLED,SETTLED,12,05
75723,OTHER,ARCHIVED,12,05
40540,COLLECTIONS,PRIME_D,12,05
52087,INSOLVENCY,INS2,12,05
73732,PAYING,PAY CURR,12,05
47543,OTHER,ARCHIVED,12,05
13989,SETTLED,SETTLED,12,05
86013,LEGAL,LEG_TIT,12,05
