account,queue,status,changed_datetime
21489,TRACE,GONEAWAY,2025-05-11 08:24:26
20307,COLLECTIONS,PRIME,2025-05-11 09:22:57
98849,OTHER,ARCHIVED,2025-05-11 11:38:43
29600,SETTLED,SETTLED,2025-05-11 11:49:27
74428,INSOLVENCY,INS4,2025-05-11 12:08:41
15004,OTHER,ARCHIVED,2025-05-11 12:51:40
39175,TRACE,GONEAWAY,2025-05-11 17:27:05
70219,COLLECTIONS,CASSIST2,2025-05-11 17:51:19
77426,OTHER,ARCHIVED,2025-05-11 19:10:25
57417,COLLECTIONS,CANCEL2,2025-05-11 22:09:19
82324,SETTLED,SETTLED,2025-05-11 22:49:07
