account,queue,status,changed_datetime
91658,COLLECTIONS,TELSOLUTIONS1,2025-10-31 00:47:39
77356,INSOLVENCY,INS2,2025-10-31 01:03:05
40987,INSOLVENCY,INS3,2025-10-31 05:38:02
13206,TRACE,GONEAWAY,2025-10-31 07:37:54
10585,PAYING,PAY PROP,2025-10-31 11:40:01
85557,LEGAL,LEG_TIT,2025-10-31 11:58:57
76500,LEGAL,HOLD FO,2025-10-31 12:11:54
15757,SETTLED,SETTLED,2025-10-31 13:28:31
72758,COLLECTIONS,PRIME,2025-10-31 15:43:42
31933,SETTLED,SETTLED,2025-10-31 15:58:20
60663,INSOLVENCY,INS2,2025-10-31 16:33:08
93890,COLLECTIONS,PRIME,2025-10-31 17:56:56
28504,OTHER,ARCHIVED,2025-10-31 18:22:38
92889,SETTLED,SETTLED,2025-10-31 19:56:30
46662,LEGAL,HOLD FO,2025-10-31 19:59:08
73634,INSOLVENCY,INS2,2025-10-31 21:13:40
52017,SETTLED,SETTLED,2025-10-31 23:04:35
