account,queue,status,changed_datetime
21453,OTHER,ARCHIVED,2025-06-11 02:40:33
10180,OTHER,ARCHIVED,2025-06-11 03:48:35
21415,PAYING,PAY CURR,2025-06-11 04:13:24
28382,TRACE,GONEAWAY,2025-06-11 05:30:31
48388,OTHER,ARCHIVED,2025-06-11 08:29:02
17346,COLLECTIONS,TELSOLUTIONS1,2025-06-11 09:04:38
35401,OTHER,ARCHIVED,2025-06-11 10:38:30
59502,SETTLED,SETTLED,2025-06-11 11:42:33
10474,PAYING,PAY PROP,2025-06-11 11:59:07
34177,COLLECTIONS,TELSOLUTIONS4,2025-06-11 15:30:26
68436,OTHER,ARCHIVED,2025-06-11 16:06:07
94751,COLLECTIONS,TELSOLUTIONS1,2025-06-11 16:10:52
40198,COLLECTIONS,PRIME,2025-06-11 16:17:30
33347,INSOLVENCY,INS1,2025-06-11 16:58:48
50973,COLLECTIONS,CASSIST2,2025-06-11 18:17:23
83785,SETTLED,SETTLED,2025-06-11 19:28:27
37744,TRACE,GONEAWAY,2025-06-11 21:13:03
77426,TRACE,GONEAWAY,2025-06-11 22:46:11
