account,queue,status,changed_datetime
33347,SETTLED,SETTLED,2025-03-09 00:16:13
44476,SETTLED,SETTLED,2025-03-09 01:39:04
30496,COLLECTIONS,CANCEL2,2025-03-09 02:14:06
77262,COLLECTIONS,TELSOLUTIONS1,2025-03-09 03:57:35
34629,TRACE,GONEAWAY,2025-03-09 04:32:14
60199,COLLECTIONS,PRIME,2025-03-09 07:15:36
30746,TRACE,GONEAWAY,2025-03-09 09:08:16
89082,COLLECTIONS,TELSOLUTIONS4,2025-03-09 12:33:15
86015,LEGAL,LEG VERIF 1,2025-03-09 16:16:38
38899,TRACE,GONEAWAY,2025-03-09 17:35:06
30817,COLLECTIONS,TELSOLUTIONS4,2025-03-09 21:14:16
37744,COLLECTIONS,PRIME_D,2025-03-09 21:27:32
39453,SETTLED,SETTLED,2025-03-09 23:28:11
