account,queue,status,changed_datetime
15004,SETTLED,SETTLED,2025-11-26 01:31:07
83776,OTHER,ARCHIVED,2025-11-26 03:14:05
79212,SETTLED,SETTLED,2025-11-26 04:08:31
33057,PAYING,PAY PROP,2025-11-26 05:38:25
85241,OTHER,ARCHIVED,2025-11-26 06:06:21
53131,INSOLVENCY,INS1,2025-11-26 07:29:36
29210,TRACE,GONEAWAY,2025-11-26 08:30:49
82269,LEGAL,LEG VERIF 2,2025-11-26 09:31:40
21415,COLLECTIONS,CASSIST2,2025-11-26 09:39:41
92829,OTHER,ARCHIVED,2025-11-26 10:08:13
11449,OTHER,ARCHIVED,2025-11-26 11:19:23
52436,TRACE,GONEAWAY,2025-11-26 12:31:36
54765,INSOLVENCY,INSP,2025-11-26 13:13:37
64713,COLLECTIONS,CANCEL4,2025-11-26 13:36:37
19413,PAYING,PAY CURR,2025-11-26 19:05:06
30496,OTHER,ARCHIVED,2025-11-26 20:52:22
86086,SETTLED,SETTLED,2025-11-26 22:53:31
73332,OTHER,ARCHIVED,2025-11-26 23:42:04
