account,queue,status,changed_datetime
53016,TRACE,GONEAWAY,2025-01-06 02:20:58
91099,COLLECTIONS,CANCEL4,2025-01-06 06:54:42
84455,COLLECTIONS,TELSOLUTIONS1,2025-01-06 08:41:19
16628,SETTLED,SETTLED,2025-01-06 13:31:50
73556,COLLECTIONS,TELSOLUTIONS1,2025-01-06 15:24:18
53131,TRACE,GONEAWAY,2025-01-06 15:39:57
23982,LEGAL,HOLD FO,2025-01-06 15:56:04
48880,TRACE,GONEAWAY,2025-01-06 16:46:03
82007,LEGAL,LEG VERIF 1,2025-01-06 17:13:30
53017,TRACE,GONEAWAY,2025-01-06 17:28:45
19986,OTHER,ARCHIVED,2025-01-06 17:50:55
88706,TRACE,GONEAWAY,2025-01-06 20:26:35
35504,PAYING,PAY CURR,2025-01-06 22:21:04
