account,queue,status,changed_datetime
91710,PAYING,PAY PROP,2025-01-10 01:26:56
80451,COLLECTIONS,CANCEL2,2025-01-10 03:40:52
85241,SETTLED,SETTLED,2025-01-10 06:17:15
95997,INSOLVENCY,INS4,2025-01-10 10:23:02
57417,SETTLED,SETTLED,2025-01-10 11:04:47
94928,OTHER,ARCHIVED,2025-01-10 12:51:13
29210,PAYING,PAY PROP,2025-01-10 13:37:09
58244,SETTLED,SETTLED,2025-01-10 13:52:31
96772,OTHER,ARCHIVED,2025-01-10 18:11:37
39629,SETTLED,SETTLED,2025-01-10 18:12:37
70180,TRACE,GONEAWAY,2025-01-10 20:09:56
15248,LEGAL,LEG_NOT,2025-01-10 20:16:30
27800,OTHER,ARCHIVED,2025-01-10 20:42:21
78633,COLLECTIONS,PRIME_D,2025-01-10 20:56:59
