account,queue,status,changed_datetime
42747,SETTLED,SETTLED,2025-03-02 00:29:18
10180,OTHER,ARCHIVED,2025-03-02 02:08:06
51089,PAYING,PAY PROP,2025-03-02 03:37:35
26168,OTHER,ARCHIVED,2025-03-02 03:59:56
25000,TRACE,GONEAWAY,2025-03-02 08:20:59
87394,TRACE,GONEAWAY,2025-03-02 10:25:30
59344,LEGAL,LEG VERIF 1,2025-03-02 12:04:59
29623,TRACE,GONEAWAY,2025-03-02 12:08:32
27543,INSOLVENCY,INS2,2025-03-02 13:11:47
96425,COLLECTIONS,TELSOLUTIONS4,2025-03-02 17:49:06
54885,SETTLED,SETTLED,2025-03-02 18:21:07
62377,COLLECTIONS,CASSIST2,2025-03-02 18:57:36
65156,TRACE,GONEAWAY,2025-03-02 19:09:58
