account,queue,status,changed_datetime
55044,OTHER,ARCHIVED,2025-11-23 00:04:43
40198,COLLECTIONS,CANCEL4,2025-11-23 03:15:51
19523,COLLECTIONS,CANCEL4,2025-11-23 04:13:42
72278,TRACE,GONEAWAY,2025-11-23 06:56:14
26742,SETTLED,SETTLED,2025-11-23 07:43:43
27620,OTHER,ARCHIVED,2025-11-23 09:35:18
32832,INSOLVENCY,INSP,2025-11-23 12:14:14
17346,COLLECTIONS,CANCEL4,2025-11-23 12:22:31
65773,OTHER,ARCHIVED,2025-11-23 14:53:44
21453,LEGAL,LEG VERIF 2,2025-11-23 18:14:03
63285,OTHER,ARCHIVED,2025-11-23 20:52:44
27223,PAYING,PAY PROP,2025-11-23 21:54:53
53016,PAYING,PAY CURR,2025-11-23 22:23:51
63538,SETTLED,SETTLED,2025-11-23 22:52:01
29593,INSOLVENCY,INSP,2025-11-23 23:36:45
