account,queue,status,month,day
54765,OTHER,ARCHIVED,03,05
26696,LEGAL,LEG VERIF 2,03,05
52017,TRACE,GONEAWAY,03,05
67443,PAYING,PAY PROP,03,05
91710,INSOLVENCY,INS4,03,05
91001,PAYING,PAY PROP,03,05
77395,COLLECTIONS,TELSOLUTIONS4,03,05
65559,SETTLED,SETTLED,03,05
42747,SETTLED,SETTLED,03,05
10180,OTHER,ARCHIVED,03,05
51089,PAYING,PAY PROP,03,05
26168,OTHER,ARCHIVED,03,05
25000,LEGAL,LEG_TIT,03,05
87394,TRACE,GONEAWAY,03,05
59344,PAYING,PAY PROP,03,05
29623,OTHER,ARCHIVED,03,05
27543,INSOLVENCY,INS2,03,05
96425,COLLECTIONS,TELSOLUTIONS4,03,05
54885,SETTLED,SETTLED,03,05
62377,COLLECTIONS,CASSIST2,03,05
65156,TRACE,GONEAWAY,03,05
36459,SETTLED,SETTLED,03,05
17948,OTHER,ARCHIVED,03,05
12247,INSOLVENCY,INSP,03,05
64246,LEGAL,LEG_NOT,03,05
66755,OTHER,ARCHIVED,03,05
79212,LEGAL,LEG_TIT,03,05
59940,LEGAL,LEG_NOT,03,05
13883,COLLECTIONS,CANCEL2,03,05
54549,COLLECTIONS,TELSOLUTIONS1,03,05
86556,OTHER,ARCHIVED,03,05
21453,OTHER,ARCHIVED,03,05
87813,TRACE,GONEAWAY,03,05
46662,PAYING,PAY CURR,03,05
47801,PAYING,PAY PROP,03,05
82735,TRACE,GONEAWAY,03,05
86494,LEGAL,LEG_NOT,03,05
76500,TRACE,GONEAWAY,03,05
55200,PAYING,PAY PROP,03,05
94606,OTHER,ARCHIVED,03,05
19372,COLLECTIONS,PRIME,03,05
82487,SETTLED,SETTLED,03,05
19675,TRACE,GONEAWAY,03,05
92829,PAYING,PAY CURR,03,05
62595,COLLECTIONS,TELSOLUTIONS4,03,05
88060,TRACE,GONEAWAY,03,05
73332,COLLECTIONS,TELSOLUTIONS4,03,05
89946,INSOLVENCY,INS3,03,05
33687,LEGAL,LEG_TIT,03,05
59399,INSOLVENCY,INS3,03,05
23780,INSOLVENCY,INS1,03,05
41979,PAYING,PAY PROP,03,05
61934,SETTLED,SETTLED,03,05
67701,INSOLVENCY,INS2,03,05
52087,OTHER,ARCHIVED,03,05
35401,TRACE,GONEAWAY,03,05
68436,OTHER,ARCHIVED,03,05
62345,PAYING,PAY CURR,03,05
60048,PAYING,PAY CURR,03,05
89612,INSOLVENCY,INS3,03,05
71914,SETTLED,SETTLED,03,05
90467,TRACE,GONEAWAY,03,05
46545,COLLECTIONS,CANCEL4,03,05
66158,TRACE,GONEAWAY,03,05
61582,OTHER,ARCHIVED,03,05
14961,LEGAL,HOLD FO,03,05
95274,OTHER,ARCHIVED,03,05
15680,SETTLED,SETTLED,03,05
79521,INSOLVENCY,INS3,03,05
28442,SETTLED,SETTLED,03,05
69791,TRACE,GONEAWAY,03,05
55558,PAYING,PAY PROP,03,05
40540,INSOLVENCY,INSP,03,05
15004,PAYING,PAY CURR,03,05
33347,COLLECTIONS,PAY OVER,03,05
44476,INSOLVENCY,INS4,03,05
30496,OTHER,ARCHIVED,03,05
77262,COLLECTIONS,TELSOLUTIONS1,03,05
34629,TRACE,GONEAWAY,03,05
60199,COLLECTIONS,PRIME,03,05
30746,TRACE,GONEAWAY,03,05
89082,SETTLED,SETTLED,03,05
86015,LEGAL,LEG VERIF 1,03,05
38899,LEGAL,LEG VERIF 2,03,05
30817,PAYING,PAY CURR,03,05
37744,COLLECTIONS,PRIME_D,03,05
39453,INSOLVENCY,INSP,03,05
99694,LEGAL,LEG_NOT,03,05
14567,COLLECTIONS,TELSOLUTIONS4,03,05
49999,OTHER,ARCHIVED,03,05
34002,TRACE,GONEAWAY,03,05
13206,LEGAL,LEG_TIT,03,05
21399,TRACE,GONEAWAY,03,05
91712,TRACE,GONEAWAY,03,05
89176,LEGAL,LEG VERIF 2,03,05
46588,LEGAL,LEG_TIT,03,05
16628,OTHER,ARCHIVED,03,05
14184,TRACE,GONEAWAY,03,05
85466,LEGAL,LEG_NOT,03,05
77917,INSOLVENCY,INS3,03,05
13787,INSOLVENCY,INS2,03,05
34223,LEGAL,LEG VERIF 1,03,05
31527,PAYING,PAY CURR,03,05
29210,LEGAL,LEG VERIF 2,03,05
40987,COLLECTIONS,PAY OVER,03,05
31172,PAYING,PAY CURR,03,05
32687,OTHER,ARCHIVED,03,05
62692,LEGAL,LEG_NOT,03,05
25726,TRACE,GONEAWAY,03,05
92221,PAYING,PAY CURR,03,05
31233,INSOLVENCY,INS3,03,05
91173,PAYING,PAY CURR,03,05
74228,INSOLVENCY,INS2,03,05
30531,LEGAL,LEG_TIT,03,05
72278,TRACE,GONEAWAY,03,05
86347,PAYING,PAY CURR,03,05
63848,OTHER,ARCHIVED,03,05
16198,COLLECTIONS,PRIME,03,05
48388,SETTLED,SETTLED,03,05
39175,COLLECTIONS,TELSOLUTIONS1,03,05
11449,OTHER,ARCHIVED,03,05
41740,LEGAL,LEG_NOT,03,05
97989,PAYING,PAY PROP,03,05
13484,PAYING,PAY PROP,03,05
62836,INSOLVENCY,INS1,03,05
42247,TRACE,GONEAWAY,03,05
47103,INSOLVENCY,INS2,03,05
52137,COLLECTIONS,CASSIST2,03,05
78078,COLLECTIONS,PRIME,03,05
90869,PAYING,PAY PROP,03,05
27789,PAYING,PAY CURR,03,05
51216,TRACE,GONEAWAY,03,05
81469,COLLECTIONS,PRIME_D,03,05
48606,PAYING,PAY CURR,03,05
85922,TRACE,GONEAWAY,03,05
25635,LEGAL,LEG_NOT,03,05
