account,queue,status,changed_datetime
58473,COLLECTIONS,TELSOLUTIONS1,2025-05-14 02:14:08
13989,PAYING,PAY CURR,2025-05-14 05:46:09
76500,LEGAL,LEG_TIT,2025-05-14 05:49:52
40733,COLLECTIONS,CANCEL2,2025-05-14 07:37:41
74428,COLLECTIONS,PAY OVER,2025-05-14 07:56:55
59502,TRACE,GONEAWAY,2025-05-14 08:22:07
64246,SETTLED,SETTLED,2025-05-14 13:40:59
15757,TRACE,GONEAWAY,2025-05-14 15:05:57
96772,LEGAL,LEG VERIF 1,2025-05-14 16:23:04
39643,INSOLVENCY,INS2,2025-05-14 16:51:25
95274,SETTLED,SETTLED,2025-05-14 17:02:55
91099,TRACE,GONEAWAY,2025-05-14 18:10:25
40987,OTHER,ARCHIVED,2025-05-14 18:30:43
24213,TRACE,GONEAWAY,2025-05-14 20:46:17
59639,SETTLED,SETTLED,2025-05-14 23:34:12
48786,OTHER,ARCHIVED,2025-05-14 23:50:27
