account,queue,status,changed_datetime
66158,PAYING,PAY PROP,2025-04-15 01:22:11
92669,SETTLED,SETTLED,2025-04-15 02:48:09
69313,PAYING,PAY CURR,2025-04-15 03:03:19
70629,INSOLVENCY,INSP,2025-04-15 04:13:35
30496,LEGAL,LEG VERIF 2,2025-04-15 05:21:32
44476,OTHER,ARCHIVED,2025-04-15 05:44:22
19372,LEGAL,HOLD FO,2025-04-15 10:04:38
44502,SETTLED,SETTLED,2025-04-15 11:00:15
13484,INSOLVENCY,INS3,2025-04-15 11:22:50
37798,COLLECTIONS,TELSOLUTIONS1,2025-04-15 12:58:20
44289,INSOLVENCY,INS2,2025-04-15 13:13:33
54549,INSOLVENCY,INSP,2025-04-15 13:47:00
17821,OTHER,ARCHIVED,2025-04-15 15:09:25
14184,TRACE,GONEAWAY,2025-04-15 16:43:01
47532,SETTLED,SETTLED,2025-04-15 17:36:19
69791,PAYING,PAY CURR,2025-04-15 19:22:51
62836,SETTLED,SETTLED,2025-04-15 19:44:31
35504,OTHER,ARCHIVED,2025-04-15 20:59:04
40198,LEGAL,HOLD FO,2025-04-15 23:22:49
