account,queue,status,changed_datetime
90540,PAYING,PAY PROP,2025-05-06 00:13:20
46992,INSOLVENCY,INS4,2025-05-06 00:26:43
94606,COLLECTIONS,CANCEL2,2025-05-06 01:19:56
82526,LEGAL,HOLD FO,2025-05-06 03:59:46
66755,LEGAL,LEG_NOT,2025-05-06 04:19:30
31527,OTHER,ARCHIVED,2025-05-06 06:06:54
94706,COLLECTIONS,CANCEL2,2025-05-06 10:30:52
91402,PAYING,PAY PROP,2025-05-06 13:59:01
37781,OTHER,ARCHIVED,2025-05-06 14:25:26
77395,COLLECTIONS,PRIME,2025-05-06 16:36:01
53131,OTHER,ARCHIVED,2025-05-06 16:45:09
73332,OTHER,ARCHIVED,2025-05-06 23:53:03
