account,queue,status,changed_datetime
20307,TRACE,GONEAWAY,2025-05-30 01:04:39
55030,TRACE,GONEAWAY,2025-05-30 04:00:27
46155,OTHER,ARCHIVED,2025-05-30 07:31:45
80451,COLLECTIONS,PRIME,2025-05-30 07:39:55
13787,INSOLVENCY,INS2,2025-05-30 07:53:52
16198,TRACE,GONEAWAY,2025-05-30 08:45:54
29210,PAYING,PAY PROP,2025-05-30 08:51:06
91331,SETTLED,SETTLED,2025-05-30 10:57:34
59791,INSOLVENCY,INS3,2025-05-30 13:30:37
94706,LEGAL,LEG VERIF 1,2025-05-30 17:11:28
52087,LEGAL,LEG VERIF 2,2025-05-30 18:32:01
85173,SETTLED,SETTLED,2025-05-30 19:24:26
34177,TRACE,GONEAWAY,2025-05-30 19:45:19
95324,TRACE,GONEAWAY,2025-05-30 20:17:41
54549,LEGAL,HOLD FO,2025-05-30 22:19:17
46986,LEGAL,LEG_NOT,2025-05-30 22:44:51
