account,queue,status,changed_datetime
60048,COLLECTIONS,TELSOLUTIONS4,2025-01-17 00:11:35
86556,SETTLED,SETTLED,2025-01-17 06:37:51
78078,SETTLED,SETTLED,2025-01-17 08:39:49
11916,LEGAL,LEG_TIT,2025-01-17 09:33:42
18486,PAYING,PAY CURR,2025-01-17 11:55:53
77521,PAYING,PAY CURR,2025-01-17 13:52:10
88654,OTHER,ARCHIVED,2025-01-17 14:20:54
91099,LEGAL,HOLD FO,2025-01-17 15:13:09
41740,OTHER,ARCHIVED,2025-01-17 18:19:28
50973,OTHER,ARCHIVED,2025-01-17 18:55:52
65773,INSOLVENCY,INSP,2025-01-17 19:21:02
93809,INSOLVENCY,INS2,2025-01-17 19:28:23
20233,COLLECTIONS,CANCEL2,2025-01-17 20:53:04
