account,queue,status,changed_datetime
75042,TRACE,GONEAWAY,2025-05-25 00:37:55
19675,OTHER,ARCHIVED,2025-05-25 01:19:52
94638,INSOLVENCY,INS4,2025-05-25 01:24:38
25733,COLLECTIONS,PRIME_D,2025-05-25 04:30:39
21707,PAYING,PAY PROP,2025-05-25 07:38:05
37798,LEGAL,LEG_TIT,2025-05-25 09:49:28
79279,TRACE,GONEAWAY,2025-05-25 12:07:23
84845,LEGAL,LEG VERIF 2,2025-05-25 12:30:13
25073,COLLECTIONS,PRIME,2025-05-25 15:02:29
71048,PAYING,PAY CURR,2025-05-25 16:13:56
87921,COLLECTIONS,TELSOLUTIONS1,2025-05-25 16:31:29
88060,INSOLVENCY,INS4,2025-05-25 19:22:46
16198,PAYING,PAY CURR,2025-05-25 19:32:20
79212,SETTLED,SETTLED,2025-05-25 23:41:48
