account,queue,status,changed_datetime
86693,OTHER,ARCHIVED,2025-07-05 03:16:23
65156,SETTLED,SETTLED,2025-07-05 04:31:04
33687,COLLECTIONS,TELSOLUTIONS1,2025-07-05 06:10:11
29593,OTHER,ARCHIVED,2025-07-05 08:39:38
54718,PAYING,PAY PROP,2025-07-05 09:58:54
13664,TRACE,GONEAWAY,2025-07-05 10:56:41
66216,OTHER,ARCHIVED,2025-07-05 11:14:07
58120,TRACE,GONEAWAY,2025-07-05 12:11:07
27620,INSOLVENCY,INS2,2025-07-05 14:50:04
82269,OTHER,ARCHIVED,2025-07-05 21:17:25
58064,TRACE,GONEAWAY,2025-07-05 22:12:53
93257,LEGAL,LEG VERIF 1,2025-07-05 23:13:28
