account,queue,status,changed_datetime
71125,TRACE,GONEAWAY,2025-08-31 02:59:31
32832,INSOLVENCY,INSP,2025-08-31 05:52:01
77426,COLLECTIONS,PAY OVER,2025-08-31 06:43:49
68861,PAYING,PAY CURR,2025-08-31 06:57:08
33057,OTHER,ARCHIVED,2025-08-31 09:03:04
52697,SETTLED,SETTLED,2025-08-31 12:57:43
10869,LEGAL,LEG VERIF 2,2025-08-31 15:23:44
26696,LEGAL,LEG_TIT,2025-08-31 16:04:45
91678,SETTLED,SETTLED,2025-08-31 16:09:29
39643,LEGAL,HOLD FO,2025-08-31 17:42:09
64246,OTHER,ARCHIVED,2025-08-31 20:07:41
