account,queue,status,changed_datetime
27800,PAYING,PAY PROP,2025-07-06 02:16:17
11449,SETTLED,SETTLED,2025-07-06 03:17:09
89612,COLLECTIONS,CANCEL2,2025-07-06 05:24:19
94638,OTHER,ARCHIVED,2025-07-06 07:21:58
49823,COLLECTIONS,PAY OVER,2025-07-06 07:30:23
84455,SETTLED,SETTLED,2025-07-06 08:44:43
49171,INSOLVENCY,INS4,2025-07-06 10:59:54
80893,OTHER,ARCHIVED,2025-07-06 11:45:15
81634,OTHER,ARCHIVED,2025-07-06 12:37:31
30531,PAYING,PAY PROP,2025-07-06 13:16:07
43108,OTHER,ARCHIVED,2025-07-06 13:45:25
17232,INSOLVENCY,INS1,2025-07-06 15:19:21
42371,OTHER,ARCHIVED,2025-07-06 16:30:47
91558,SETTLED,SETTLED,2025-07-06 18:19:47
46545,INSOLVENCY,INS1,2025-07-06 18:52:09
85922,PAYING,PAY CURR,2025-07-06 19:03:52
79521,COLLECTIONS,PRIME,2025-07-06 20:27:34
88654,TRACE,GONEAWAY,2025-07-06 20:50:45
86543,TRACE,GONEAWAY,2025-07-06 23:37:44
