account,queue,status,changed_datetime
93774,COLLECTIONS,CASSIST2,2025-08-02 02:07:57
66463,PAYING,PAY PROP,2025-08-02 05:10:17
45153,SETTLED,SETTLED,2025-08-02 06:56:08
40856,TRACE,GONEAWAY,2025-08-02 07:21:44
25733,LEGAL,LEG VERIF 1,2025-08-02 08:20:00
50973,OTHER,ARCHIVED,2025-08-02 08:38:12
62345,COLLECTIONS,PRIME_D,2025-08-02 09:00:00
39776,PAYING,PAY CURR,2025-08-02 09:16:17
66158,PAYING,PAY CURR,2025-08-02 14:56:39
91678,PAYING,PAY CURR,2025-08-02 17:22:27
44286,SETTLED,SETTLED,2025-08-02 18:03:17
74894,LEGAL,HOLD FO,2025-08-02 20:55:27
