account,queue,status,changed_datetime
96035,LEGAL,LEG_TIT,2025-02-14 00:15:12
94400,COLLECTIONS,CANCEL2,2025-02-14 03:42:42
35861,OTHER,ARCHIVED,2025-02-14 05:00:23
89176,SETTLED,SETTLED,2025-02-14 05:58:42
99694,SETTLED,SETTLED,2025-02-14 07:25:28
32687,COLLECTIONS,CANCEL4,2025-02-14 08:13:29
57074,INSOLVENCY,INS1,2025-02-14 08:25:48
62836,OTHER,ARCHIVED,2025-02-14 11:20:57
71048,TRACE,GONEAWAY,2025-02-14 11:23:00
70219,SETTLED,SETTLED,2025-02-14 12:09:09
45571,INSOLVENCY,INS3,2025-02-14 13:05:56
94400,SETTLED,SETTLED,2025-02-14 13:28:03
43403,OTHER,ARCHIVED,2025-02-14 14:48:50
82324,SETTLED,SETTLED,2025-02-14 16:16:55
23780,COLLECTIONS,PRIME_D,2025-02-14 17:38:33
88060,OTHER,ARCHIVED,2025-02-14 18:20:43
29623,TRACE,GONEAWAY,2025-02-14 18:29:16
83051,OTHER,ARCHIVED,2025-02-14 18:35:32
21399,COLLECTIONS,PAY OVER,2025-02-14 19:11:20
