account,queue,status,changed_datetime
32998,LEGAL,LEG_TIT,2024-12-12 00:54:40
98254,PAYING,PAY PROP,2024-12-12 06:33:41
91678,PAYING,PAY PROP,2024-12-12 08:32:27
94751,SETTLED,SETTLED,2024-12-12 14:25:38
39643,INSOLVENCY,INS4,2024-12-12 14:45:45
97918,PAYING,PAY PROP,2024-12-12 15:05:37
27789,INSOLVENCY,INS3,2024-12-12 17:01:55
33057,PAYING,PAY CURR,2024-12-12 20:18:32
14567,LEGAL,LEG_NOT,2024-12-12 20:32:38
25726,INSOLVENCY,INS3,2024-12-12 20:34:17
74670,SETTLED,SETTLED,2024-12-12 20:58:15
11254,SETTLED,SETTLED,2024-12-12 21:42:49
18838,LEGAL,LEG VERIF 1,2024-12-12 23:02:22
16077,SETTLED,SETTLED,2024-12-12 23:49:31
93774,INSOLVENCY,INS1,2024-12-12 23:56:58
