account,queue,status,changed_datetime
78633,TRACE,GONEAWAY,2025-04-08 00:14:19
68484,INSOLVENCY,INSP,2025-04-08 07:32:23
51246,LEGAL,LEG_TIT,2025-04-08 07:49:50
48388,COLLECTIONS,TELSOLUTIONS4,2025-04-08 08:53:41
73634,COLLECTIONS,TELSOLUTIONS4,2025-04-08 10:19:23
55044,INSOLVENCY,INS4,2025-04-08 12:24:58
44502,LEGAL,LEG VERIF 1,2025-04-08 13:55:02
13989,COLLECTIONS,PAY OVER,2025-04-08 14:18:06
17670,OTHER,ARCHIVED,2025-04-08 15:05:35
39643,OTHER,ARCHIVED,2025-04-08 16:45:58
54718,COLLECTIONS,CANCEL4,2025-04-08 16:54:54
20233,COLLECTIONS,PRIME_D,2025-04-08 17:55:05
86086,LEGAL,HOLD FO,2025-04-08 19:01:35
29836,TRACE,GONEAWAY,2025-04-08 19:47:47
38621,TRACE,GONEAWAY,2025-04-08 21:29:55
66755,TRACE,GONEAWAY,2025-04-08 22:48:23
