account,queue,status,changed_datetime
60001,INSOLVENCY,INS3,2025-05-28 00:12:17
75723,LEGAL,LEG_NOT,2025-05-28 01:04:27
53017,INSOLVENCY,INS2,2025-05-28 03:57:20
94956,PAYING,PAY PROP,2025-05-28 05:41:19
46369,INSOLVENCY,INS4,2025-05-28 10:07:24
10180,OTHER,ARCHIVED,2025-05-28 10:19:46
46494,OTHER,ARCHIVED,2025-05-28 10:44:16
93890,LEGAL,LEG_TIT,2025-05-28 12:03:03
36291,PAYING,PAY PROP,2025-05-28 12:04:27
51246,SETTLED,SETTLED,2025-05-28 12:13:56
19086,LEGAL,LEG VERIF 1,2025-05-28 13:29:02
42747,INSOLVENCY,INSP,2025-05-28 16:34:29
74228,PAYING,PAY PROP,2025-05-28 19:51:48
55992,COLLECTIONS,TELSOLUTIONS4,2025-05-28 23:48:49
