account,queue,status,changed_datetime
94714,TRACE,GONEAWAY,2025-08-05 00:39:55
83776,LEGAL,LEG VERIF 1,2025-08-05 00:45:01
97661,OTHER,ARCHIVED,2025-08-05 01:20:13
98298,TRACE,GONEAWAY,2025-08-05 03:26:33
86693,SETTLED,SETTLED,2025-08-05 03:52:01
23382,COLLECTIONS,PRIME,2025-08-05 05:08:07
54885,INSOLVENCY,INS1,2025-08-05 05:32:00
37628,OTHER,ARCHIVED,2025-08-05 07:32:32
86347,PAYING,PAY PROP,2025-08-05 12:47:23
97730,OTHER,ARCHIVED,2025-08-05 19:26:09
91678,SETTLED,SETTLED,2025-08-05 19:52:27
97661,SETTLED,SETTLED,2025-08-05 20:32:33
37628,COLLECTIONS,CANCEL4,2025-08-05 21:24:08
54275,COLLECTIONS,PRIME_D,2025-08-05 22:50:05
