account,queue,status,changed_datetime
80893,INSOLVENCY,INS3,2025-08-01 00:10:53
26742,COLLECTIONS,PRIME_D,2025-08-01 02:28:37
86650,SETTLED,SETTLED,2025-08-01 02:40:22
52017,OTHER,ARCHIVED,2025-08-01 04:44:51
15004,OTHER,ARCHIVED,2025-08-01 05:18:40
91142,PAYING,PAY CURR,2025-08-01 07:20:40
96035,TRACE,GONEAWAY,2025-08-01 08:18:14
15248,INSOLVENCY,INSP,2025-08-01 16:16:51
75042,COLLECTIONS,CASSIST2,2025-08-01 16:19:50
45393,COLLECTIONS,PRIME_D,2025-08-01 17:57:05
33687,PAYING,PAY PROP,2025-08-01 18:06:25
17821,PAYING,PAY CURR,2025-08-01 18:33:33
30746,OTHER,ARCHIVED,2025-08-01 18:52:06
30943,SETTLED,SETTLED,2025-08-01 19:05:54
16402,TRACE,GONEAWAY,2025-08-01 19:30:28
13787,TRACE,GONEAWAY,2025-08-01 20:34:23
61279,OTHER,ARCHIVED,2025-08-01 21:10:45
19986,PAYING,PAY CURR,2025-08-01 21:22:25
76500,TRACE,GONEAWAY,2025-08-01 22:15:31
28504,PAYING,PAY CURR,2025-08-01 23:56:01
