account,queue,status,changed_datetime
58473,TRACE,GONEAWAY,2025-07-14 00:36:57
20233,INSOLVENCY,INS1,2025-07-14 00:38:23
26514,SETTLED,SETTLED,2025-07-14 01:09:19
86646,SETTLED,SETTLED,2025-07-14 01:14:55
91678,PAYING,PAY CURR,2025-07-14 01:32:20
26686,LEGAL,HOLD FO,2025-07-14 02:02:41
29600,OTHER,ARCHIVED,2025-07-14 04:20:31
87459,LEGAL,LEG VERIF 1,2025-07-14 09:10:37
38921,TRACE,GONEAWAY,2025-07-14 10:00:57
61934,SETTLED,SETTLED,2025-07-14 12:26:24
10506,INSOLVENCY,INS3,2025-07-14 13:11:19
91435,PAYING,PAY CURR,2025-07-14 13:22:11
34629,OTHER,ARCHIVED,2025-07-14 17:21:14
61708,TRACE,GONEAWAY,2025-07-14 18:01:12
10388,OTHER,ARCHIVED,2025-07-14 19:57:24
77535,OTHER,ARCHIVED,2025-07-14 23:32:11
