account,queue,status,changed_datetime
74699,COLLECTIONS,TELSOLUTIONS4,2025-08-07 00:26:44
21489,INSOLVENCY,INS1,2025-08-07 01:21:53
41546,INSOLVENCY,INS4,2025-08-07 01:30:20
13883,SETTLED,SETTLED,2025-08-07 01:36:15
46369,OTHER,ARCHIVED,2025-08-07 03:58:17
53016,COLLECTIONS,TELSOLUTIONS4,2025-08-07 03:59:12
98794,INSOLVENCY,INS1,2025-08-07 04:36:15
88060,SETTLED,SETTLED,2025-08-07 05:36:46
91658,LEGAL,HOLD FO,2025-08-07 07:55:39
49999,PAYING,PAY CURR,2025-08-07 09:31:56
77356,OTHER,ARCHIVED,2025-08-07 13:55:11
71048,OTHER,ARCHIVED,2025-08-07 14:11:16
90725,INSOLVENCY,INS2,2025-08-07 14:51:09
87394,SETTLED,SETTLED,2025-08-07 15:37:20
47103,COLLECTIONS,TELSOLUTIONS1,2025-08-07 20:19:47
73634,LEGAL,LEG VERIF 2,2025-08-07 20:24:41
66138,TRACE,GONEAWAY,2025-08-07 20:30:40
