account,queue,status,changed_datetime
67303,PAYING,PAY CURR,2025-07-27 01:05:44
65864,PAYING,PAY CURR,2025-07-27 02:00:30
69791,COLLECTIONS,PRIME,2025-07-27 02:08:38
96035,TRACE,GONEAWAY,2025-07-27 02:27:14
95274,TRACE,GONEAWAY,2025-07-27 08:17:27
98298,TRACE,GONEAWAY,2025-07-27 08:33:36
26096,OTHER,ARCHIVED,2025-07-27 12:52:08
86347,COLLECTIONS,PRIME_D,2025-07-27 13:14:37
31172,TRACE,GONEAWAY,2025-07-27 13:45:36
45571,PAYING,PAY CURR,2025-07-27 14:01:43
66106,LEGAL,HOLD FO,2025-07-27 15:06:22
71242,INSOLVENCY,INS2,2025-07-27 16:04:54
27497,COLLECTIONS,CANCEL2,2025-07-27 16:07:03
81469,INSOLVENCY,INS4,2025-07-27 20:13:14
39776,TRACE,GONEAWAY,2025-07-27 20:29:12
20233,INSOLVENCY,INS3,2025-07-27 21:02:50
39643,OTHER,ARCHIVED,2025-07-27 21:28:18
26168,COLLECTIONS,PRIME,2025-07-27 23:07:54
13664,COLLECTIONS,CANCEL4,2025-07-27 23:34:58
