account,queue,status,changed_datetime
63368,OTHER,ARCHIVED,2025-02-26 00:23:51
82487,OTHER,ARCHIVED,2025-02-26 00:47:55
34002,SETTLED,SETTLED,2025-02-26 03:58:37
82789,COLLECTIONS,PAY OVER,2025-02-26 14:05:44
36459,LEGAL,LEG VERIF 2,2025-02-26 15:00:40
19986,LEGAL,HOLD FO,2025-02-26 15:23:13
47808,SETTLED,SETTLED,2025-02-26 17:52:14
68436,LEGAL,LEG VERIF 1,2025-02-26 19:03:17
86494,OTHER,ARCHIVED,2025-02-26 21:01:36
11916,LEGAL,LEG VERIF 2,2025-02-26 21:44:43
32252,SETTLED,SETTLED,2025-02-26 23:58:06
