account,queue,status,changed_datetime
78633,PAYING,PAY CURR,2025-04-01 01:06:20
89612,COLLECTIONS,CASSIST2,2025-04-01 02:46:56
19523,SETTLED,SETTLED,2025-04-01 03:09:18
46494,COLLECTIONS,PAY OVER,2025-04-01 03:09:38
88706,COLLECTIONS,CANCEL4,2025-04-01 04:49:19
14117,SETTLED,SETTLED,2025-04-01 08:19:06
52697,TRACE,GONEAWAY,2025-04-01 16:28:04
47933,INSOLVENCY,INS4,2025-04-01 17:15:35
21489,LEGAL,LEG_TIT,2025-04-01 20:52:41
94956,PAYING,PAY CURR,2025-04-01 22:10:48
15248,PAYING,PAY PROP,2025-04-01 22:39:12
