account,queue,status,changed_datetime
76500,TRACE,GONEAWAY,2024-12-26 01:18:33
27800,TRACE,GONEAWAY,2024-12-26 01:48:34
66106,COLLECTIONS,CASSIST2,2024-12-26 02:25:12
92889,TRACE,GONEAWAY,2024-12-26 04:02:08
31527,COLLECTIONS,PAY OVER,2024-12-26 05:12:29
64070,COLLECTIONS,CANCEL4,2024-12-26 07:31:11
24213,COLLECTIONS,CANCEL4,2024-12-26 07:41:25
36291,PAYING,PAY CURR,2024-12-26 08:34:21
34629,OTHER,ARCHIVED,2024-12-26 08:48:47
41740,INSOLVENCY,INS3,2024-12-26 09:58:24
79792,PAYING,PAY CURR,2024-12-26 10:28:40
84211,SETTLED,SETTLED,2024-12-26 12:17:23
60011,PAYING,PAY PROP,2024-12-26 12:38:31
41740,TRACE,GONEAWAY,2024-12-26 13:01:08
61279,INSOLVENCY,INS2,2024-12-26 14:11:53
56961,OTHER,ARCHIVED,2024-12-26 18:44:57
82526,LEGAL,LEG_TIT,2024-12-26 20:14:27
93257,LEGAL,LEG_NOT,2024-12-26 21:42:52
81029,SETTLED,SETTLED,2024-12-26 22:30:46
