account,queue,status,changed_datetime
19413,INSOLVENCY,INS4,2025-11-09 00:51:26
11352,LEGAL,LEG_TIT,2025-11-09 01:06:17
19949,PAYING,PAY CURR,2025-11-09 01:08:34
91712,OTHER,ARCHIVED,2025-11-09 02:26:23
54341,SETTLED,SETTLED,2025-11-09 03:24:15
26918,SETTLED,SETTLED,2025-11-09 05:31:29
82269,TRACE,GONEAWAY,2025-11-09 06:07:20
57791,PAYING,PAY PROP,2025-11-09 06:17:02
54549,INSOLVENCY,INSP,2025-11-09 07:13:21
57819,INSOLVENCY,INS1,2025-11-09 07:29:38
10869,COLLECTIONS,CANCEL4,2025-11-09 13:39:45
96772,OTHER,ARCHIVED,2025-11-09 17:39:46
89176,COLLECTIONS,CANCEL4,2025-11-09 18:07:38
85466,LEGAL,HOLD FO,2025-11-09 18:50:37
57663,LEGAL,LEG_TIT,2025-11-09 19:41:46
69313,INSOLVENCY,INS4,2025-11-09 19:53:58
33376,COLLECTIONS,PAY OVER,2025-11-09 21:49:27
93890,COLLECTIONS,PAY OVER,2025-11-09 22:15:38
86693,OTHER,ARCHIVED,2025-11-09 22:42:59
77513,COLLECTIONS,CASSIST2,2025-11-09 23:48:53
