account,queue,status,changed_datetime
55886,SETTLED,SETTLED,2025-11-05 02:12:53
20233,PAYING,PAY CURR,2025-11-05 03:17:18
36810,SETTLED,SETTLED,2025-11-05 04:05:12
31233,LEGAL,LEG_TIT,2025-11-05 05:18:21
55047,LEGAL,LEG VERIF 1,2025-11-05 06:30:46
11352,OTHER,ARCHIVED,2025-11-05 08:51:21
61279,LEGAL,LEG VERIF 1,2025-11-05 10:25:53
62836,INSOLVENCY,INS1,2025-11-05 11:52:43
48880,PAYING,PAY PROP,2025-11-05 13:45:55
84640,PAYING,PAY PROP,2025-11-05 14:03:13
63538,OTHER,ARCHIVED,2025-11-05 14:16:37
31233,COLLECTIONS,CASSIST2,2025-11-05 16:00:36
94714,PAYING,PAY PROP,2025-11-05 18:24:47
58473,TRACE,GONEAWAY,2025-11-05 18:38:32
45393,INSOLVENCY,INS2,2025-11-05 21:00:52
84211,TRACE,GONEAWAY,2025-11-05 22:10:03
76500,TRACE,GONEAWAY,2025-11-05 23:18:00
42494,SETTLED,SETTLED,2025-11-05 23:26:20
33376,SETTLED,SETTLED,2025-11-05 23:40:05
