account,queue,status,changed_datetime
82735,COLLECTIONS,TELSOLUTIONS1,2025-03-05 00:33:56
86494,LEGAL,LEG_NOT,2025-03-05 01:00:45
76500,COLLECTIONS,PRIME,2025-03-05 02:45:13
55200,PAYING,PAY PROP,2025-03-05 05:44:09
94606,TRACE,GONEAWAY,2025-03-05 06:02:39
19372,COLLECTIONS,PRIME,2025-03-05 09:49:33
82487,SETTLED,SETTLED,2025-03-05 10:24:16
19675,INSOLVENCY,INS2,2025-03-05 14:05:41
92829,PAYING,PAY CURR,2025-03-05 14:40:19
62595,SETTLED,SETTLED,2025-03-05 14:49:42
88060,TRACE,GONEAWAY,2025-03-05 15:33:05
73332,COLLECTIONS,TELSOLUTIONS4,2025-03-05 15:47:16
89946,LEGAL,HOLD FO,2025-03-05 17:22:17
33687,LEGAL,LEG_TIT,2025-03-05 19:34:22
59399,TRACE,GONEAWAY,2025-03-05 21:32:41
62595,INSOLVENCY,INS1,2025-03-05 21:47:41
23780,INSOLVENCY,INS1,2025-03-05 21:55:47
41979,PAYING,PAY PROP,2025-03-05 22:58:53
61934,SETTLED,SETTLED,2025-03-05 23:22:01
29623,INSOLVENCY,INS4,2025-03-05 23:46:28
