account,queue,status,changed_datetime
84256,TRACE,GONEAWAY,2025-05-23 00:35:23
32283,PAYING,PAY CURR,2025-05-23 01:15:59
87432,SETTLED,SETTLED,2025-05-23 01:25:22
92669,SETTLED,SETTLED,2025-05-23 07:09:27
55992,PAYING,PAY CURR,2025-05-23 08:37:14
63099,SETTLED,SETTLED,2025-05-23 10:08:38
98254,INSOLVENCY,INS2,2025-05-23 10:42:08
74670,PAYING,PAY CURR,2025-05-23 10:54:46
45539,SETTLED,SETTLED,2025-05-23 12:44:25
48354,INSOLVENCY,INS3,2025-05-23 14:49:28
13416,SETTLED,SETTLED,2025-05-23 15:07:19
66158,OTHER,ARCHIVED,2025-05-23 15:09:47
68484,INSOLVENCY,INS1,2025-05-23 15:58:37
26066,OTHER,ARCHIVED,2025-05-23 18:25:25
13416,INSOLVENCY,INS1,2025-05-23 21:01:59
98254,LEGAL,LEG VERIF 2,2025-05-23 21:14:44
78633,TRACE,GONEAWAY,2025-05-23 21:37:41
13484,TRACE,GONEAWAY,2025-05-23 22:45:12
