account,queue,status,changed_datetime
16402,OTHER,ARCHIVED,2025-07-31 00:54:15
71125,COLLECTIONS,CANCEL2,2025-07-31 02:44:02
51216,OTHER,ARCHIVED,2025-07-31 05:40:57
53131,LEGAL,HOLD FO,2025-07-31 07:31:59
60001,PAYING,PAY PROP,2025-07-31 09:52:37
68484,LEGAL,LEG_NOT,2025-07-31 10:03:11
16402,TRACE,GONEAWAY,2025-07-31 10:27:06
26696,TRACE,GONEAWAY,2025-07-31 10:40:48
77524,INSOLVENCY,INS3,2025-07-31 10:42:51
75723,INSOLVENCY,INS2,2025-07-31 12:09:34
55047,INSOLVENCY,INS3,2025-07-31 14:51:33
47801,SETTLED,SETTLED,2025-07-31 15:48:50
47808,OTHER,ARCHIVED,2025-07-31 17:28:50
30746,COLLECTIONS,CANCEL2,2025-07-31 18:35:22
64070,LEGAL,LEG VERIF 1,2025-07-31 19:55:37
33376,TRACE,GONEAWAY,2025-07-31 22:08:41
91402,TRACE,GONEAWAY,2025-07-31 22:18:38
95599,OTHER,ARCHIVED,2025-07-31 22:36:21
82789,TRACE,GONEAWAY,2025-07-31 23:54:20
