account,queue,status,changed_datetime
11916,TRACE,GONEAWAY,2025-09-18 01:37:24
44286,INSOLVENCY,INS1,2025-09-18 02:28:31
82269,PAYING,PAY PROP,2025-09-18 04:30:08
58120,SETTLED,SETTLED,2025-09-18 07:16:31
34083,PAYING,PAY CURR,2025-09-18 08:32:26
54341,TRACE,GONEAWAY,2025-09-18 10:13:18
54765,INSOLVENCY,INS1,2025-09-18 12:22:10
59502,OTHER,ARCHIVED,2025-09-18 14:33:57
52436,INSOLVENCY,INS2,2025-09-18 16:27:06
35227,TRACE,GONEAWAY,2025-09-18 17:27:59
54123,PAYING,PAY CURR,2025-09-18 19:10:36
42371,PAYING,PAY PROP,2025-09-18 19:46:29
60663,OTHER,ARCHIVED,2025-09-18 20:01:40
64713,INSOLVENCY,INS1,2025-09-18 20:59:24
81675,OTHER,ARCHIVED,2025-09-18 22:03:32
