account,queue,status,changed_datetime
91435,LEGAL,HOLD FO,2025-11-19 00:32:51
85173,SETTLED,SETTLED,2025-11-19 00:50:19
51596,LEGAL,LEG_NOT,2025-11-19 01:50:55
61279,SETTLED,SETTLED,2025-11-19 06:00:53
59505,PAYING,PAY PROP,2025-11-19 06:18:55
55992,PAYING,PAY PROP,2025-11-19 07:38:27
83620,COLLECTIONS,PRIME,2025-11-19 08:01:28
97661,LEGAL,LEG_TIT,2025-11-19 11:44:12
52697,OTHER,ARCHIVED,2025-11-19 13:57:16
58244,COLLECTIONS,PRIME_D,2025-11-19 16:09:34
10180,PAYING,PAY CURR,2025-11-19 17:36:45
63538,OTHER,ARCHIVED,2025-11-19 18:23:01
11336,LEGAL,HOLD FO,2025-11-19 18:37:00
58244,INSOLVENCY,INS3,2025-11-19 19:30:59
89637,TRACE,GONEAWAY,2025-11-19 21:14:24
36313,OTHER,ARCHIVED,2025-11-19 21:45:44
21453,PAYING,PAY PROP,2025-11-19 23:54:43
