account,queue,status,changed_datetime
47532,PAYING,PAY CURR,2025-02-20 04:48:47
50515,OTHER,ARCHIVED,2025-02-20 05:27:27
21415,SETTLED,SETTLED,2025-02-20 05:42:12
44289,PAYING,PAY CURR,2025-02-20 06:00:56
19523,TRACE,GONEAWAY,2025-02-20 08:57:44
20507,PAYING,PAY PROP,2025-02-20 09:51:16
29593,COLLECTIONS,TELSOLUTIONS1,2025-02-20 10:01:06
67303,INSOLVENCY,INS1,2025-02-20 10:02:38
86013,LEGAL,LEG_NOT,2025-02-20 10:42:48
17346,COLLECTIONS,PRIME,2025-02-20 10:50:50
62495,INSOLVENCY,INS4,2025-02-20 10:54:51
55044,TRACE,GONEAWAY,2025-02-20 13:10:59
92221,TRACE,GONEAWAY,2025-02-20 14:32:21
39776,COLLECTIONS,PRIME_D,2025-02-20 16:18:02
11916,PAYING,PAY PROP,2025-02-20 16:29:11
62377,PAYING,PAY CURR,2025-02-20 17:20:15
35504,LEGAL,LEG VERIF 2,2025-02-20 19:02:21
66787,INSOLVENCY,INS3,2025-02-20 22:04:31
83776,COLLECTIONS,PRIME_D,2025-02-20 22:23:27
29600,COLLECTIONS,PRIME,2025-02-20 22:26:10
