account,queue,status,changed_datetime
57791,INSOLVENCY,INS1,2025-06-20 00:04:28
92889,SETTLED,SETTLED,2025-06-20 01:07:40
89612,TRACE,GONEAWAY,2025-06-20 03:50:01
56961,PAYING,PAY PROP,2025-06-20 05:55:26
31172,COLLECTIONS,CANCEL4,2025-06-20 07:26:30
25000,PAYING,PAY CURR,2025-06-20 07:53:07
47857,TRACE,GONEAWAY,2025-06-20 10:32:10
13787,LEGAL,HOLD FO,2025-06-20 10:40:35
63223,COLLECTIONS,CANCEL2,2025-06-20 15:20:36
26096,INSOLVENCY,INS2,2025-06-20 16:21:19
26742,SETTLED,SETTLED,2025-06-20 17:33:06
62692,OTHER,ARCHIVED,2025-06-20 18:22:21
20307,OTHER,ARCHIVED,2025-06-20 20:03:35
57726,COLLECTIONS,CANCEL4,2025-06-20 20:32:27
45571,LEGAL,HOLD FO,2025-06-20 20:45:36
