account,queue,status,changed_datetime
32552,LEGAL,HOLD FO,2025-09-22 00:01:16
62692,PAYING,PAY PROP,2025-09-22 01:02:32
37628,OTHER,ARCHIVED,2025-09-22 01:18:32
47532,LEGAL,LEG_NOT,2025-09-22 01:36:31
67443,COLLECTIONS,PAY OVER,2025-09-22 02:30:06
60840,COLLECTIONS,TELSOLUTIONS4,2025-09-22 05:11:19
97989,INSOLVENCY,INSP,2025-09-22 08:49:57
66755,SETTLED,SETTLED,2025-09-22 08:55:54
89612,OTHER,ARCHIVED,2025-09-22 09:27:25
28442,LEGAL,LEG_TIT,2025-09-22 10:55:37
36810,INSOLVENCY,INS3,2025-09-22 12:27:52
67396,COLLECTIONS,CASSIST2,2025-09-22 14:25:41
18486,LEGAL,LEG VERIF 1,2025-09-22 14:57:12
39116,OTHER,ARCHIVED,2025-09-22 16:23:57
41740,SETTLED,SETTLED,2025-09-22 16:55:06
25635,SETTLED,SETTLED,2025-09-22 17:38:31
88716,SETTLED,SETTLED,2025-09-22 17:48:22
56539,SETTLED,SETTLED,2025-09-22 21:49:44
82007,OTHER,ARCHIVED,2025-09-22 21:58:33
