account,queue,status,changed_datetime
72838,LEGAL,LEG VERIF 1,2025-08-25 00:50:10
52609,COLLECTIONS,TELSOLUTIONS4,2025-08-25 02:51:43
18838,INSOLVENCY,INS4,2025-08-25 03:26:09
19675,TRACE,GONEAWAY,2025-08-25 03:47:06
75042,SETTLED,SETTLED,2025-08-25 06:04:49
98849,LEGAL,LEG_NOT,2025-08-25 06:10:52
48786,SETTLED,SETTLED,2025-08-25 11:49:32
58120,OTHER,ARCHIVED,2025-08-25 13:45:20
52017,LEGAL,LEG VERIF 2,2025-08-25 13:47:46
94193,TRACE,GONEAWAY,2025-08-25 14:05:53
94714,INSOLVENCY,INS3,2025-08-25 14:14:35
91678,COLLECTIONS,PRIME_D,2025-08-25 15:08:56
57663,SETTLED,SETTLED,2025-08-25 15:15:37
89946,TRACE,GONEAWAY,2025-08-25 15:42:07
95157,TRACE,GONEAWAY,2025-08-25 18:36:21
78353,TRACE,GONEAWAY,2025-08-25 18:49:39
90869,LEGAL,LEG_TIT,2025-08-25 19:18:22
24815,INSOLVENCY,INSP,2025-08-25 19:24:07
54765,PAYING,PAY CURR,2025-08-25 19:38:08
27482,SETTLED,SETTLED,2025-08-25 20:18:32
