account,queue,status,changed_datetime
95274,PAYING,PAY PROP,2024-12-04 01:17:25
47933,COLLECTIONS,CANCEL2,2024-12-04 02:05:39
19099,LEGAL,LEG VERIF 1,2024-12-04 02:48:06
39629,TRACE,GONEAWAY,2024-12-04 04:38:16
39776,OTHER,ARCHIVED,2024-12-04 04:51:45
25635,SETTLED,SETTLED,2024-12-04 06:04:23
28442,SETTLED,SETTLED,2024-12-04 06:46:58
95324,SETTLED,SETTLED,2024-12-04 07:28:52
98172,OTHER,ARCHIVED,2024-12-04 09:47:48
27789,INSOLVENCY,INS2,2024-12-04 11:51:01
59344,COLLECTIONS,PRIME_D,2024-12-04 13:08:43
31233,TRACE,GONEAWAY,2024-12-04 16:46:12
42494,PAYING,PAY CURR,2024-12-04 21:20:29
93257,OTHER,ARCHIVED,2024-12-04 21:28:28
28382,OTHER,ARCHIVED,2024-12-04 21:30:11
91658,OTHER,ARCHIVED,2024-12-04 22:52:25
