account,queue,status,changed_datetime
39776,COLLECTIONS,CASSIST2,2025-01-12 00:13:32
59399,PAYING,PAY PROP,2025-01-12 01:10:11
55200,OTHER,ARCHIVED,2025-01-12 04:19:04
31933,COLLECTIONS,PRIME,2025-01-12 06:10:57
27620,COLLECTIONS,CANCEL4,2025-01-12 06:37:06
45548,INSOLVENCY,INS4,2025-01-12 07:59:06
48786,SETTLED,SETTLED,2025-01-12 08:52:54
27497,INSOLVENCY,INS4,2025-01-12 09:00:45
86646,COLLECTIONS,CANCEL4,2025-01-12 13:59:18
22047,OTHER,ARCHIVED,2025-01-12 14:42:56
21399,SETTLED,SETTLED,2025-01-12 16:37:01
95599,OTHER,ARCHIVED,2025-01-12 16:37:30
68126,INSOLVENCY,INS1,2025-01-12 18:54:48
37781,COLLECTIONS,PAY OVER,2025-01-12 21:03:55
