account,queue,status,changed_datetime
13124,PAYING,PAY PROP,2025-09-15 04:00:10
33376,COLLECTIONS,TELSOLUTIONS1,2025-09-15 05:57:02
34083,LEGAL,LEG_TIT,2025-09-15 07:33:37
25726,OTHER,ARCHIVED,2025-09-15 07:39:16
59940,COLLECTIONS,TELSOLUTIONS1,2025-09-15 07:46:43
21453,OTHER,ARCHIVED,2025-09-15 12:43:06
33057,OTHER,ARCHIVED,2025-09-15 14:06:03
52017,OTHER,ARCHIVED,2025-09-15 14:56:44
32283,LEGAL,LEG VERIF 1,2025-09-15 15:08:39
53016,PAYING,PAY CURR,2025-09-15 16:06:32
74894,LEGAL,HOLD FO,2025-09-15 18:30:58
17670,INSOLVENCY,INS4,2025-09-15 20:13:53
71125,PAYING,PAY PROP,2025-09-15 21:34:04
89178,LEGAL,LEG VERIF 1,2025-09-15 21:43:33
62495,TRACE,GONEAWAY,2025-09-15 21:43:45
35861,PAYING,PAY PROP,2025-09-15 22:46:47
91710,INSOLVENCY,INSP,2025-09-15 23:01:13
