account,queue,status,changed_datetime
20507,PAYING,PAY PROP,2025-10-15 00:23:22
46986,SETTLED,SETTLED,2025-10-15 01:14:13
97132,PAYING,PAY PROP,2025-10-15 04:04:54
86347,COLLECTIONS,PRIME_D,2025-10-15 04:05:03
64246,COLLECTIONS,CANCEL4,2025-10-15 04:14:52
89637,TRACE,GONEAWAY,2025-10-15 04:51:12
33347,TRACE,GONEAWAY,2025-10-15 05:06:16
44476,INSOLVENCY,INS1,2025-10-15 06:04:17
92889,TRACE,GONEAWAY,2025-10-15 09:52:10
47808,INSOLVENCY,INSP,2025-10-15 16:04:05
40856,PAYING,PAY CURR,2025-10-15 19:42:46
