account,queue,status,changed_datetime
73980,TRACE,GONEAWAY,2025-08-23 00:21:47
59344,SETTLED,SETTLED,2025-08-23 01:55:38
30817,TRACE,GONEAWAY,2025-08-23 02:25:10
61708,TRACE,GONEAWAY,2025-08-23 02:49:08
94638,COLLECTIONS,PRIME,2025-08-23 05:42:23
74699,TRACE,GONEAWAY,2025-08-23 07:31:13
39453,SETTLED,SETTLED,2025-08-23 09:05:50
54296,PAYING,PAY PROP,2025-08-23 09:47:14
92669,PAYING,PAY PROP,2025-08-23 12:36:39
30817,OTHER,ARCHIVED,2025-08-23 16:14:47
84455,COLLECTIONS,TELSOLUTIONS4,2025-08-23 18:24:32
26096,OTHER,ARCHIVED,2025-08-23 18:31:20
77535,INSOLVENCY,INS4,2025-08-23 19:05:46
91710,SETTLED,SETTLED,2025-08-23 19:28:05
88060,OTHER,ARCHIVED,2025-08-23 20:26:16
68861,INSOLVENCY,INS4,2025-08-23 21:58:37
79279,TRACE,GONEAWAY,2025-08-23 23:20:37
