account,queue,status,changed_datetime
47862,INSOLVENCY,INS1,2025-07-21 01:23:31
34108,OTHER,ARCHIVED,2025-07-21 01:45:38
86646,LEGAL,HOLD FO,2025-07-21 04:09:04
51246,TRACE,GONEAWAY,2025-07-21 04:18:46
98254,COLLECTIONS,CANCEL4,2025-07-21 08:25:39
75723,TRACE,GONEAWAY,2025-07-21 15:37:58
89946,OTHER,ARCHIVED,2025-07-21 16:21:34
86543,COLLECTIONS,CANCEL4,2025-07-21 16:57:11
17993,LEGAL,HOLD FO,2025-07-21 19:57:38
31233,INSOLVENCY,INS1,2025-07-21 20:26:00
82487,COLLECTIONS,CASSIST2,2025-07-21 21:04:14
85441,PAYING,PAY CURR,2025-07-21 22:32:32
47532,LEGAL,HOLD FO,2025-07-21 23:41:09
