account,queue,status,changed_datetime
91402,OTHER,ARCHIVED,2025-07-23 00:02:07
17320,PAYING,PAY PROP,2025-07-23 00:32:56
79521,OTHER,ARCHIVED,2025-07-23 01:03:59
16077,PAYING,PAY CURR,2025-07-23 01:37:56
26066,INSOLVENCY,INS4,2025-07-23 01:58:04
87394,INSOLVENCY,INS4,2025-07-23 02:09:38
30496,TRACE,GONEAWAY,2025-07-23 02:13:10
68861,PAYING,PAY CURR,2025-07-23 02:23:48
16198,SETTLED,SETTLED,2025-07-23 02:56:05
94956,SETTLED,SETTLED,2025-07-23 04:50:58
67396,PAYING,PAY PROP,2025-07-23 08:39:10
71048,PAYING,PAY PROP,2025-07-23 08:46:32
89082,LEGAL,LEG_TIT,2025-07-23 12:12:35
73732,PAYING,PAY CURR,2025-07-23 12:58:22
80451,LEGAL,LEG_NOT,2025-07-23 13:45:58
47862,INSOLVENCY,INS4,2025-07-23 16:23:34
40733,INSOLVENCY,INS3,2025-07-23 18:02:24
27482,COLLECTIONS,PRIME_D,2025-07-23 20:37:59
25000,SETTLED,SETTLED,2025-07-23 21:14:26
