account,queue,status,changed_datetime
30943,LEGAL,LEG_TIT,2025-10-19 01:35:52
34083,INSOLVENCY,INS2,2025-10-19 02:12:11
57819,SETTLED,SETTLED,2025-10-19 05:36:47
98172,SETTLED,SETTLED,2025-10-19 06:41:27
62495,COLLECTIONS,CANCEL4,2025-10-19 10:31:47
14671,LEGAL,LEG VERIF 2,2025-10-19 12:00:29
33687,INSOLVENCY,INS4,2025-10-19 13:14:21
82735,INSOLVENCY,INS1,2025-10-19 14:49:11
46155,INSOLVENCY,INS2,2025-10-19 16:51:40
44289,LEGAL,LEG VERIF 2,2025-10-19 17:41:37
20307,COLLECTIONS,CASSIST2,2025-10-19 19:38:50
