account,queue,status,changed_datetime
23982,SETTLED,SETTLED,2025-11-08 00:09:21
62377,PAYING,PAY CURR,2025-11-08 00:55:33
13356,TRACE,GONEAWAY,2025-11-08 01:06:23
49171,TRACE,GONEAWAY,2025-11-08 02:48:15
82487,LEGAL,LEG VERIF 2,2025-11-08 04:49:58
21453,OTHER,ARCHIVED,2025-11-08 06:30:56
92829,TRACE,GONEAWAY,2025-11-08 06:34:09
70219,COLLECTIONS,PRIME,2025-11-08 09:06:00
40659,OTHER,ARCHIVED,2025-11-08 10:51:04
91402,SETTLED,SETTLED,2025-11-08 14:04:32
36291,INSOLVENCY,INS3,2025-11-08 16:53:22
66106,PAYING,PAY CURR,2025-11-08 17:35:42
13416,PAYING,PAY CURR,2025-11-08 19:12:59
71048,PAYING,PAY CURR,2025-11-08 19:31:52
58434,COLLECTIONS,PAY OVER,2025-11-08 23:22:00
