account,queue,status,month,day
78633,LEGAL,HOLD FO,04,05
89612,COLLECTIONS,CASSIST2,04,05
19523,PAYING,PAY CURR,04,05
46494,COLLECTIONS,PAY OVER,04,05
88706,COLLECTIONS,CANCEL4,04,05
14117,TRACE,GONEAWAY,04,05
52697,TRACE,GONEAWAY,04,05
47933,INSOLVENCY,INS4,04,05
21489,SETTLED,SETTLED,04,05
94956,INSOLVENCY,INSP,04,05
15248,LEGAL,HOLD FO,04,05
93774,OTHER,ARCHIVED,04,05
40659,LEGAL,HOLD FO,04,05
63285,PAYING,PAY CURR,04,05
63368,SETTLED,SETTLED,04,05
83776,COLLECTIONS,PRIME,04,05
84211,PAYING,PAY PROP,04,05
27497,LEGAL,LEG VERIF 1,04,05
59502,TRACE,GONEAWAY,04,05
48880,TRACE,GONEAWAY,04,05
86693,TRACE,GONEAWAY,04,05
63538,SETTLED,SETTLED,04,05
57663,INSOLVENCY,INS2,04,05
27482,COLLECTIONS,CANCEL4,04,05
37628,LEGAL,HOLD FO,04,05
34223,INSOLVENCY,INS3,04,05
95948,INSOLVENCY,INS4,04,05
21698,TRACE,GONEAWAY,04,05
31527,TRACE,GONEAWAY,04,05
21707,SETTLED,SETTLED,04,05
49999,SETTLED,SETTLED,04,05
44060,INSOLVENCY,INS1,04,05
94193,INSOLVENCY,INS1,04,05
22367,OTHER,ARCHIVED,04,05
16628,INSOLVENCY,INS2,04,05
87921,COLLECTIONS,PAY OVER,04,05
40540,COLLECTIONS,PAY OVER,04,05
13356,COLLECTIONS,PAY OVER,04,05
71242,PAYING,PAY PROP,04,05
25633,COLLECTIONS,CASSIST2,04,05
39966,PAYING,PAY CURR,04,05
65559,INSOLVENCY,INSP,04,05
59399,COLLECTIONS,TELSOLUTIONS1,04,05
41546,OTHER,ARCHIVED,04,05
77426,SETTLED,SETTLED,04,05
20457,OTHER,ARCHIVED,04,05
36291,TRACE,GONEAWAY,04,05
95230,PAYING,PAY CURR,04,05
91331,INSOLVENCY,INS1,04,05
72758,TRACE,GONEAWAY,04,05
68861,LEGAL,LEG VERIF 2,04,05
31658,INSOLVENCY,INS1,04,05
89082,TRACE,GONEAWAY,04,05
36459,PAYING,PAY CURR,04,05
47103,PAYING,PAY PROP,04,05
68484,INSOLVENCY,INSP,04,05
51246,LEGAL,LEG_TIT,04,05
48388,COLLECTIONS,TELSOLUTIONS4,04,05
73634,COLLECTIONS,TELSOLUTIONS4,04,05
55044,INSOLVENCY,INS4,04,05
44502,SETTLED,SETTLED,04,05
13989,COLLECTIONS,PAY OVER,04,05
17670,OTHER,ARCHIVED,04,05
39643,OTHER,ARCHIVED,04,05
54718,COLLECTIONS,CANCEL4,04,05
20233,COLLECTIONS,PRIME_D,04,05
86086,INSOLVENCY,INSP,04,05
29836,OTHER,ARCHIVED,04,05
38621,TRACE,GONEAWAY,04,05
66755,COLLECTIONS,PRIME_D,04,05
29593,COLLECTIONS,PRIME_D,04,05
47984,TRACE,GONEAWAY,04,05
57791,TRACE,GONEAWAY,04,05
54341,LEGAL,LEG VERIF 1,04,05
17232,TRACE,GONEAWAY,04,05
60001,TRACE,GONEAWAY,04,05
61934,INSOLVENCY,INS2,04,05
42371,SETTLED,SETTLED,04,05
62692,COLLECTIONS,TELSOLUTIONS4,04,05
23982,PAYING,PAY CURR,04,05
74428,PAYING,PAY CURR,04,05
46986,TRACE,GONEAWAY,04,05
27543,PAYING,PAY CURR,04,05
52017,OTHER,ARCHIVED,04,05
52436,PAYING,PAY PROP,04,05
95157,COLLECTIONS,CASSIST2,04,05
10869,COLLECTIONS,PRIME_D,04,05
73980,SETTLED,SETTLED,04,05
42494,LEGAL,HOLD FO,04,05
78987,PAYING,PAY PROP,04,05
45495,PAYING,PAY PROP,04,05
60048,TRACE,GONEAWAY,04,05
16077,COLLECTIONS,CANCEL4,04,05
49823,TRACE,GONEAWAY,04,05
98172,PAYING,PAY PROP,04,05
95599,COLLECTIONS,PRIME,04,05
98298,TRACE,GONEAWAY,04,05
52087,LEGAL,LEG_NOT,04,05
62495,SETTLED,SETTLED,04,05
89178,LEGAL,LEG_NOT,04,05
40079,TRACE,GONEAWAY,04,05
15004,SETTLED,SETTLED,04,05
71914,SETTLED,SETTLED,04,05
26168,PAYING,PAY PROP,04,05
66158,PAYING,PAY PROP,04,05
92669,SETTLED,SETTLED,04,05
69313,SETTLED,SETTLED,04,05
70629,SETTLED,SETTLED,04,05
30496,LEGAL,LEG VERIF 2,04,05
44476,OTHER,ARCHIVED,04,05
19372,LEGAL,HOLD FO,04,05
13484,INSOLVENCY,INS3,04,05
37798,COLLECTIONS,TELSOLUTIONS1,04,05
44289,OTHER,ARCHIVED,04,05
54549,INSOLVENCY,INSP,04,05
17821,PAYING,PAY PROP,04,05
14184,TRACE,GONEAWAY,04,05
47532,SETTLED,SETTLED,04,05
69791,PAYING,PAY CURR,04,05
62836,SETTLED,SETTLED,04,05
35504,PAYING,PAY CURR,04,05
40198,LEGAL,HOLD FO,04,05
77917,PAYING,PAY PROP,04,05
18486,LEGAL,HOLD FO,04,05
88716,SETTLED,SETTLED,04,05
18838,TRACE,GONEAWAY,04,05
23382,SETTLED,SETTLED,04,05
25000,LEGAL,LEG_NOT,04,05
90467,COLLECTIONS,CASSIST2,04,05
16198,LEGAL,LEG_NOT,04,05
28382,LEGAL,LEG_NOT,04,05
55992,LEGAL,LEG VERIF 2,04,05
39175,SETTLED,SETTLED,04,05
17948,LEGAL,LEG_NOT,04,05
93890,INSOLVENCY,INS2,04,05
82095,PAYING,PAY CURR,04,05
46588,PAYING,PAY CURR,04,05
57819,INSOLVENCY,INSP,04,05
90213,LEGAL,HOLD FO,04,05
70180,COLLECTIONS,CANCEL2,04,05
39453,LEGAL,LEG VERIF 2,04,05
77145,PAYING,PAY CURR,04,05
85466,SETTLED,SETTLED,04,05
82324,LEGAL,LEG_NOT,04,05
62106,OTHER,ARCHIVED,04,05
17993,INSOLVENCY,INS2,04,05
86013,SETTLED,SETTLED,04,05
62377,INSOLVENCY,INS1,04,05
48606,SETTLED,SETTLED,04,05
78528,LEGAL,LEG VERIF 2,04,05
58984,INSOLVENCY,INSP,04,05
58473,PAYING,PAY PROP,04,05
55200,COLLECTIONS,CANCEL2,04,05
31463,OTHER,ARCHIVED,04,05
45393,SETTLED,SETTLED,04,05
87813,OTHER,ARCHIVED,04,05
77013,INSOLVENCY,INS4,04,05
26742,LEGAL,LEG_NOT,04,05
14006,PAYING,PAY PROP,04,05
97132,LEGAL,LEG_TIT,04,05
13883,LEGAL,LEG_TIT,04,05
22047,COLLECTIONS,CANCEL2,04,05
61550,PAYING,PAY CURR,04,05
60199,INSOLVENCY,INS1,04,05
15757,SETTLED,SETTLED,04,05
98794,LEGAL,LEG_TIT,04,05
42252,COLLECTIONS,PRIME,04,05
37988,INSOLVENCY,INS2,04,05
87432,SETTLED,SETTLED,04,05
79279,OTHER,ARCHIVED,04,05
61582,TRACE,GONEAWAY,04,05
32552,OTHER,ARCHIVED,04,05
39116,COLLECTIONS,PAY OVER,04,05
75042,TRACE,GONEAWAY,04,05
32252,COLLECTIONS,PRIME_D,04,05
11916,SETTLED,SETTLED,04,05
46662,OTHER,ARCHIVED,04,05
61708,SETTLED,SETTLED,04,05
66216,LEGAL,LEG VERIF 1,04,05
98909,PAYING,PAY PROP,04,05
55558,COLLECTIONS,PAY OVER,04,05
85922,OTHER,ARCHIVED,04,05
90725,TRACE,GONEAWAY,04,05
97280,LEGAL,LEG VERIF 1,04,05
98254,INSOLVENCY,INS3,04,05
90869,COLLECTIONS,TELSOLUTIONS4,04,05
91712,OTHER,ARCHIVED,04,05
25073,COLLECTIONS,PAY OVER,04,05
54765,LEGAL,LEG_TIT,04,05
58244,INSOLVENCY,INS4,04,05
82007,PAYING,PAY CURR,04,05
72838,INSOLVENCY,INS3,04,05
41740,LEGAL,LEG_NOT,04,05
97661,LEGAL,LEG VERIF 2,04,05
