account,queue,status,changed_datetime
41546,TRACE,GONEAWAY,2025-01-25 01:02:17
87432,PAYING,PAY PROP,2025-01-25 02:22:10
55047,OTHER,ARCHIVED,2025-01-25 04:52:15
58984,INSOLVENCY,INS1,2025-01-25 05:13:09
98254,PAYING,PAY CURR,2025-01-25 05:23:43
97132,LEGAL,LEG_TIT,2025-01-25 05:40:19
35504,SETTLED,SETTLED,2025-01-25 11:26:29
82735,INSOLVENCY,INS4,2025-01-25 17:07:10
91712,COLLECTIONS,PAY OVER,2025-01-25 18:00:16
87394,TRACE,GONEAWAY,2025-01-25 18:40:53
86015,PAYING,PAY CURR,2025-01-25 20:37:31
62377,SETTLED,SETTLED,2025-01-25 21:14:26
