account,queue,status,changed_datetime
12247,OTHER,ARCHIVED,2025-03-04 02:13:41
64246,LEGAL,LEG_NOT,2025-03-04 03:43:09
66755,LEGAL,LEG_NOT,2025-03-04 10:14:50
79212,LEGAL,LEG_TIT,2025-03-04 10:46:50
59940,INSOLVENCY,INS4,2025-03-04 13:58:58
13883,COLLECTIONS,CANCEL2,2025-03-04 14:59:09
54549,COLLECTIONS,TELSOLUTIONS1,2025-03-04 15:09:43
86556,OTHER,ARCHIVED,2025-03-04 17:51:34
21453,SETTLED,SETTLED,2025-03-04 19:39:39
87813,TRACE,GONEAWAY,2025-03-04 21:44:36
46662,PAYING,PAY CURR,2025-03-04 23:09:30
47801,PAYING,PAY PROP,2025-03-04 23:29:38
