account,queue,status,changed_datetime
33687,LEGAL,HOLD FO,2025-05-31 01:21:26
25000,COLLECTIONS,TELSOLUTIONS4,2025-05-31 02:37:12
69833,SETTLED,SETTLED,2025-05-31 04:43:22
29593,COLLECTIONS,CASSIST2,2025-05-31 09:46:06
34108,COLLECTIONS,PRIME,2025-05-31 12:30:52
57819,LEGAL,LEG_TIT,2025-05-31 12:46:09
52017,PAYING,PAY PROP,2025-05-31 16:03:18
10474,INSOLVENCY,INS1,2025-05-31 16:18:15
94928,COLLECTIONS,PRIME_D,2025-05-31 17:21:11
79521,OTHER,ARCHIVED,2025-05-31 19:04:50
65559,PAYING,PAY PROP,2025-05-31 19:52:16
17320,SETTLED,SETTLED,2025-05-31 21:04:27
