account,queue,status,changed_datetime
19413,COLLECTIONS,PAY OVER,2025-07-28 00:06:22
63368,OTHER,ARCHIVED,2025-07-28 03:12:43
56961,PAYING,PAY PROP,2025-07-28 03:29:31
41740,INSOLVENCY,INS1,2025-07-28 04:04:13
53131,TRACE,GONEAWAY,2025-07-28 04:30:33
78987,PAYING,PAY PROP,2025-07-28 05:59:11
54341,OTHER,ARCHIVED,2025-07-28 09:15:10
30943,SETTLED,SETTLED,2025-07-28 10:19:37
25000,COLLECTIONS,TELSOLUTIONS1,2025-07-28 11:24:09
85441,INSOLVENCY,INS4,2025-07-28 12:21:42
14961,COLLECTIONS,PRIME_D,2025-07-28 14:20:07
36313,COLLECTIONS,PRIME_D,2025-07-28 14:49:00
50973,SETTLED,SETTLED,2025-07-28 16:07:14
46545,COLLECTIONS,PAY OVER,2025-07-28 17:35:24
41740,PAYING,PAY CURR,2025-07-28 17:44:46
32832,TRACE,GONEAWAY,2025-07-28 17:46:27
79792,PAYING,PAY CURR,2025-07-28 18:10:30
68436,INSOLVENCY,INS4,2025-07-28 19:57:33
