account,queue,status,changed_datetime
83776,LEGAL,HOLD FO,2025-06-23 00:39:26
25726,SETTLED,SETTLED,2025-06-23 02:06:27
30531,SETTLED,SETTLED,2025-06-23 05:45:03
11352,INSOLVENCY,INS1,2025-06-23 06:21:37
75723,OTHER,ARCHIVED,2025-06-23 06:43:26
74894,COLLECTIONS,CANCEL4,2025-06-23 10:33:43
77917,PAYING,PAY PROP,2025-06-23 11:12:46
39313,LEGAL,LEG VERIF 2,2025-06-23 11:30:52
48606,LEGAL,LEG VERIF 1,2025-06-23 13:16:16
54341,PAYING,PAY CURR,2025-06-23 14:37:27
62106,INSOLVENCY,INS4,2025-06-23 15:55:53
89178,OTHER,ARCHIVED,2025-06-23 16:16:34
47801,LEGAL,LEG_TIT,2025-06-23 19:11:59
75042,COLLECTIONS,PAY OVER,2025-06-23 19:56:39
83051,SETTLED,SETTLED,2025-06-23 21:17:51
31233,INSOLVENCY,INSP,2025-06-23 22:30:32
40079,INSOLVENCY,INS3,2025-06-23 22:46:07
19086,INSOLVENCY,INS2,2025-06-23 23:01:41
