account,queue,status,changed_datetime
45495,PAYING,PAY PROP,2025-04-13 03:01:12
60048,TRACE,GONEAWAY,2025-04-13 03:21:04
16077,COLLECTIONS,CANCEL4,2025-04-13 06:36:45
49823,TRACE,GONEAWAY,2025-04-13 07:12:18
98172,PAYING,PAY PROP,2025-04-13 07:59:50
95157,COLLECTIONS,CASSIST2,2025-04-13 08:39:54
95599,COLLECTIONS,PRIME,2025-04-13 09:16:29
98298,TRACE,GONEAWAY,2025-04-13 10:46:29
52087,OTHER,ARCHIVED,2025-04-13 14:51:17
62495,TRACE,GONEAWAY,2025-04-13 16:23:13
89178,LEGAL,LEG_NOT,2025-04-13 19:01:51
40079,COLLECTIONS,CASSIST2,2025-04-13 20:09:49
15004,SETTLED,SETTLED,2025-04-13 20:35:52
71914,OTHER,ARCHIVED,2025-04-13 23:40:04
