account,queue,status,changed_datetime
68861,PAYING,PAY PROP,2025-02-24 00:09:25
82095,SETTLED,SETTLED,2025-02-24 00:35:30
21698,COLLECTIONS,TELSOLUTIONS1,2025-02-24 01:37:01
63368,OTHER,ARCHIVED,2025-02-24 01:41:10
98298,OTHER,ARCHIVED,2025-02-24 02:23:31
59940,PAYING,PAY PROP,2025-02-24 06:08:48
48786,PAYING,PAY PROP,2025-02-24 07:23:57
97280,COLLECTIONS,TELSOLUTIONS4,2025-02-24 08:03:23
59940,TRACE,GONEAWAY,2025-02-24 12:02:09
31463,COLLECTIONS,CASSIST2,2025-02-24 14:16:44
85922,COLLECTIONS,PAY OVER,2025-02-24 14:24:35
21489,TRACE,GONEAWAY,2025-02-24 14:40:54
47808,INSOLVENCY,INS4,2025-02-24 18:57:41
85557,OTHER,ARCHIVED,2025-02-24 19:03:52
11356,LEGAL,HOLD FO,2025-02-24 20:48:38
67701,TRACE,GONEAWAY,2025-02-24 23:19:08
