account,queue,status,changed_datetime
35227,INSOLVENCY,INS1,2025-01-23 00:02:11
98298,PAYING,PAY PROP,2025-01-23 00:34:43
34083,TRACE,GONEAWAY,2025-01-23 01:02:55
51089,PAYING,PAY CURR,2025-01-23 06:17:55
74104,TRACE,GONEAWAY,2025-01-23 08:17:58
35861,TRACE,GONEAWAY,2025-01-23 10:11:21
69313,COLLECTIONS,CANCEL4,2025-01-23 10:32:42
13883,INSOLVENCY,INSP,2025-01-23 15:31:54
72758,COLLECTIONS,PAY OVER,2025-01-23 17:40:12
53016,OTHER,ARCHIVED,2025-01-23 22:55:34
70219,OTHER,ARCHIVED,2025-01-23 23:18:01
52137,OTHER,ARCHIVED,2025-01-23 23:50:43
