account,queue,status,changed_datetime
55047,INSOLVENCY,INS2,2025-10-05 00:11:05
32252,TRACE,GONEAWAY,2025-10-05 00:30:11
69313,PAYING,PAY CURR,2025-10-05 04:27:28
62595,INSOLVENCY,INS4,2025-10-05 05:31:05
63099,SETTLED,SETTLED,2025-10-05 05:57:31
55044,LEGAL,HOLD FO,2025-10-05 07:57:50
36810,TRACE,GONEAWAY,2025-10-05 08:03:07
52017,PAYING,PAY CURR,2025-10-05 08:33:43
58434,TRACE,GONEAWAY,2025-10-05 11:26:01
77513,TRACE,GONEAWAY,2025-10-05 15:49:55
26096,OTHER,ARCHIVED,2025-10-05 15:51:51
58064,TRACE,GONEAWAY,2025-10-05 17:37:55
39629,INSOLVENCY,INS4,2025-10-05 18:03:42
73556,SETTLED,SETTLED,2025-10-05 19:35:39
37781,TRACE,GONEAWAY,2025-10-05 21:08:30
62836,OTHER,ARCHIVED,2025-10-05 21:58:39
