account,queue,status,changed_datetime
78528,TRACE,GONEAWAY,2025-05-22 00:43:58
86013,TRACE,GONEAWAY,2025-05-22 00:52:48
91331,PAYING,PAY CURR,2025-05-22 01:13:22
32832,OTHER,ARCHIVED,2025-05-22 02:26:50
32998,LEGAL,LEG_NOT,2025-05-22 04:29:16
17880,COLLECTIONS,CANCEL4,2025-05-22 05:51:53
17880,COLLECTIONS,CANCEL4,2025-05-22 06:02:45
98794,PAYING,PAY CURR,2025-05-22 06:51:30
59344,LEGAL,LEG VERIF 1,2025-05-22 07:25:08
86347,PAYING,PAY PROP,2025-05-22 08:54:43
10585,PAYING,PAY PROP,2025-05-22 10:20:48
54123,SETTLED,SETTLED,2025-05-22 10:51:29
95232,OTHER,ARCHIVED,2025-05-22 11:20:38
83943,COLLECTIONS,PAY OVER,2025-05-22 12:37:12
94714,SETTLED,SETTLED,2025-05-22 13:33:16
71125,TRACE,GONEAWAY,2025-05-22 14:53:10
46992,TRACE,GONEAWAY,2025-05-22 19:52:04
90869,PAYING,PAY PROP,2025-05-22 20:27:15
10585,TRACE,GONEAWAY,2025-05-22 21:22:43
